x,cancer_type,y
22.121347,TCGA-BLCA,26.742828
20.87928,TCGA-BLCA,-18.205452
-23.869408,TCGA-BLCA,-31.89734
14.351908,TCGA-BLCA,-23.285505
22.747498,TCGA-BLCA,-11.734291
11.4606495,TCGA-KIRC,33.218628
11.4115505,TCGA-KIRC,34.83012
11.42775,TCGA-KIRC,34.89699
10.872495,TCGA-KIRC,32.173927
11.02715,TCGA-KIRC,32.23641
9.434989,TCGA-KIRC,32.891388
10.068431,TCGA-KIRC,37.636566
10.062718,TCGA-KIRC,37.57962
9.595576,TCGA-KIRC,35.52393
-0.67611796,TCGA-KIRC,32.0395
8.542532,TCGA-KIRC,33.848057
9.365343,TCGA-KIRC,32.884174
10.006114,TCGA-KIRC,35.77605
10.267525,TCGA-KIRC,38.0329
28.554028,TCGA-KIRC,13.299929
8.48226,TCGA-KIRC,33.96429
-9.194073,TCGA-KIRC,24.812214
-7.396798,TCGA-KIRC,13.437459
-18.192112,TCGA-KIRC,35.373554
-16.684267,TCGA-KIRC,30.981277
-12.012993,TCGA-KIRC,30.918173
-13.156804,TCGA-KIRC,30.692114
-6.4525023,TCGA-KIRC,25.829355
-6.8399153,TCGA-KIRC,24.814175
-6.304201,TCGA-KIRC,11.474166
-6.686019,TCGA-KIRC,25.528677
-1.6388485,TCGA-KIRC,31.138233
-10.872645,TCGA-KIRC,20.204473
-7.5977864,TCGA-KIRC,23.448141
-5.4657383,TCGA-KIRC,25.993673
-7.878587,TCGA-KIRC,24.871475
-5.871244,TCGA-KIRC,25.40153
-4.32093,TCGA-KIRC,30.31854
-5.2186513,TCGA-KIRC,27.11124
-3.791124,TCGA-KIRC,24.901842
-3.6833196,TCGA-KIRC,25.575525
-2.4812062,TCGA-KIRC,24.863562
-3.7045317,TCGA-KIRC,24.787613
-3.359197,TCGA-KIRC,26.057587
-14.105402,TCGA-UCEC,-13.679031
-14.374386,TCGA-UCEC,-18.881182
-12.958108,TCGA-UCEC,-13.479724
-13.871078,TCGA-UCEC,-14.733882
-9.993938,TCGA-UCEC,-11.3845
-12.831276,TCGA-UCEC,-13.196754
-8.801545,TCGA-UCEC,-16.72448
-13.532017,TCGA-UCEC,-16.064003
-13.074141,TCGA-UCEC,-16.271269
-7.945426,TCGA-UCEC,-16.66487
-13.584042,TCGA-UCEC,-15.819188
-11.679514,TCGA-UCEC,-15.490069
-8.163047,TCGA-UCEC,-14.109138
-10.970295,TCGA-UCEC,-17.282822
-10.845024,TCGA-UCEC,-16.67065
-7.538352,TCGA-UCEC,-13.05229
-11.512525,TCGA-UCEC,-16.245134
-7.586919,TCGA-UCEC,-11.970507
-10.378444,TCGA-UCEC,-18.48098
-7.2075,TCGA-UCEC,-16.273674
-9.886616,TCGA-UCEC,-16.318636
-6.694968,TCGA-UCEC,-11.596431
-6.3642106,TCGA-UCEC,-15.343669
-6.786494,TCGA-UCEC,-12.518868
-6.413347,TCGA-UCEC,-16.899221
