x,cancer_type,y
7.6493444,TCGA-KIRC,-28.206104
30.278326,TCGA-KIRC,4.235363
33.03679,TCGA-KIRC,1.2955871
-8.364089,TCGA-KIRC,-18.749691
-8.016181,TCGA-KIRC,-21.46513
-25.104603,TCGA-KIRC,9.804322
-6.581295,TCGA-KIRC,-25.312843
-15.863865,TCGA-KIRC,-18.728058
20.576338,TCGA-KIRC,-19.490313
-23.176596,TCGA-KIRC,28.0674
29.074417,TCGA-KIRC,-4.9950624
6.8214865,TCGA-KIRC,-34.912838
-21.73842,TCGA-KIRC,-13.272858
27.357567,TCGA-KIRC,7.4530797
23.665052,TCGA-KIRC,-25.026033
17.986673,TCGA-UCEC,26.043764
18.704773,TCGA-UCEC,-25.534212
29.379936,TCGA-UCEC,1.3143138
24.638601,TCGA-UCEC,17.193424
20.498795,TCGA-UCEC,20.343334
29.103514,TCGA-UCEC,-5.6959043
25.650446,TCGA-UCEC,-21.70688
24.823786,TCGA-UCEC,10.330482
33.588192,TCGA-UCEC,2.2274919
30.2742,TCGA-UCEC,10.059585
23.900995,TCGA-UCEC,10.916719
15.826408,TCGA-UCEC,28.764233
24.166866,TCGA-UCEC,-21.935173
-4.132432,TCGA-UCEC,-33.952084
27.870234,TCGA-UCEC,2.628654
23.540379,TCGA-UCEC,17.3238
20.579681,TCGA-UCEC,19.834461
23.476862,TCGA-UCEC,13.125404
11.28966,TCGA-UCEC,-27.100883
-18.561241,TCGA-UCEC,-22.826149
34.19959,TCGA-UCEC,2.024187
17.206108,TCGA-UCEC,-26.353046
30.652956,TCGA-UCEC,4.449197
15.216085,TCGA-UCEC,33.621906
22.445326,TCGA-UCEC,-19.086018
14.896974,TCGA-UCEC,35.616005
21.30757,TCGA-UCEC,18.919106
23.543734,TCGA-UCEC,12.252735
-18.263233,TCGA-UCEC,-21.513395
26.246372,TCGA-UCEC,12.467851
30.740885,TCGA-UCEC,10.842977
21.732756,TCGA-UCEC,15.51997
22.408821,TCGA-UCEC,-18.72848
24.389463,TCGA-UCEC,18.7133
16.644056,TCGA-UCEC,29.151072
27.059904,TCGA-UCEC,6.0431824
16.66514,TCGA-UCEC,30.46456
14.113564,TCGA-UCEC,-23.68149
17.152802,TCGA-UCEC,-26.41504
19.573671,TCGA-UCEC,-24.933798
30.375692,TCGA-UCEC,-0.4030507
19.311718,TCGA-UCEC,18.90654
28.121265,TCGA-UCEC,-13.861073
30.960825,TCGA-UCEC,-1.6903715
4.912777,TCGA-UCEC,-36.391033
25.74228,TCGA-UCEC,-18.879866
20.431046,TCGA-UCEC,-20.37948
2.0588286,TCGA-UCEC,-29.212688
-14.2372,TCGA-LIHC,-5.2342887
-15.285939,TCGA-LIHC,-15.217048
-28.82404,TCGA-LIHC,2.558556
-25.03074,TCGA-LIHC,-7.178552
-10.080623,TCGA-LIHC,-20.958027
-20.219824,TCGA-LIHC,25.76007
-3.6752832,TCGA-LIHC,-19.254051
-7.740836,TCGA-LIHC,-23.097486
-1.6815864,TCGA-LIHC,-21.824175
-0.0044568665,TCGA-LIHC,-19.374456
-10.41653,TCGA-LIHC,-20.948668
-3.9808483,TCGA-LIHC,-15.35029
17.96508,TCGA-LIHC,-21.327482
9.846189,TCGA-LIHC,-22.511501
8.196944,TCGA-LIHC,-29.166613
-21.409174,TCGA-LIHC,6.609446
3.070586,TCGA-LIHC,-31.726627
1.3787088,TCGA-LIHC,-27.713121
-30.30022,TCGA-LIHC,4.8444066
-6.755727,TCGA-LIHC,-17.545425
-23.122162,TCGA-LIHC,24.029007
-19.415022,TCGA-LIHC,34.347584
-22.987923,TCGA-LIHC,13.371695
-17.039408,TCGA-LIHC,-11.759074
-0.07477473,TCGA-LIHC,-26.86632
1.4462764,TCGA-LIHC,-31.682442
-3.0883734,TCGA-LIHC,-30.655022
-20.549696,TCGA-LIHC,6.2381644
-18.798433,TCGA-LIHC,8.275802
-2.967959,TCGA-LIHC,-21.10674
-28.795256,TCGA-LIHC,0.924708
-6.634107,TCGA-LIHC,-17.869617
-24.11533,TCGA-LIHC,25.684553
-24.726337,TCGA-LIHC,26.196836
0.05463881,TCGA-LIHC,-29.227198
1.374208,TCGA-LIHC,-31.14749
-24.30077,TCGA-LIHC,18.301153
8.109937,TCGA-LIHC,-20.111506
-29.40442,TCGA-LIHC,8.78065
-29.770292,TCGA-LIHC,2.5245187
-5.617187,TCGA-LIHC,-16.41074
-18.87298,TCGA-LIHC,-8.110149
-29.926676,TCGA-LIHC,0.83532333
